,0
0,-8.768538896732494e-09
1,-16773.85016440747
2,-15547.723300397809
3,-18059.49040357613
4,-21461.962802456117
5,-20795.117878441637
6,-17419.31616172649
7,-15583.914405604632
8,-18430.598999088674
9,-21216.631315438968
10,-20430.707909772787
11,-16954.552532828173
12,-16654.689719373884
13,-19105.790606076633
14,-20752.11199231988
15,-18899.0341963316
16,-17371.421650452554
17,-18023.23160328006
18,-19508.07056520242
19,-19092.809896686595
20,-18192.27945758651
21,-18435.58864544048
22,-19090.64776228352
23,-18669.588370094356
24,-17923.432715791314
25,-18568.72454219746
26,-19296.165417470336
27,-18920.1633420459
28,-17699.919815654288
29,-18112.40664026577
30,-19052.476038039684
31,-19293.750937306064
32,-18113.760436492645
33,-18056.079442682963
34,-18596.985456759852
35,-19059.448154204103
36,-18340.055189816056
37,-18404.184439606517
38,-18737.049650345696
39,-18822.110725028397
40,-18025.653378551746
41,-18285.75779444984
42,-19162.304539331544
43,-19267.14022022952
44,-18008.909217874403
45,-17652.289893222885
46,-18958.90132030394
47,-19789.358237141096
48,-18736.40199685551
49,-17421.3705583264
50,-18262.280293683772
51,-19597.306309277315
52,-19458.387268585957
53,-17907.076061784548
54,-17954.548009250662
55,-18926.31698244727
56,-19445.758903384747
57,-18386.398215358873
58,-18196.487432097867
59,-18651.97527913005
60,-19114.348620527642
61,-18369.430199930976
62,-18355.18203756565
63,-18808.871478439847
64,-19061.03420172724
65,-18206.541904414808
66,-18112.86029121689
67,-18882.12723974302
68,-19285.532174770095
69,-18396.05934804189
70,-17822.77104400292
71,-18619.37276207976
72,-19334.75165246097
73,-18784.841678539633
74,-17826.131317922715
75,-18365.57331041495
76,-19141.931098523637
77,-18993.650895045423
78,-17977.15940543291
79,-18330.27675570178
80,-19044.31975326365
81,-19113.66366721901
82,-18024.791862089798
83,-18223.27933610941
84,-19014.704739767516
85,-19300.138447831298
86,-18155.17197759266
87,-18012.69638687445
88,-18837.50684474517
89,-19428.996211521728
90,-18473.660358865876
91,-17920.60390045835
92,-18559.049376385025
93,-19314.887641873655
