,0
0,40947.99117531302
1,37588.801754009066
2,46464.68094843775
3,54449.972071815035
4,51371.192387626754
5,42706.52141275699
6,40430.86512000772
7,46479.96325858838
8,51866.77764621415
9,49820.84337860664
10,44183.67125907522
11,42677.252261037545
12,46491.483556523766
13,49832.28680997576
14,48638.3194592885
15,45318.59851341024
16,44419.26294590111
17,46491.05920474263
18,48293.49823025128
19,47715.79281079788
20,46130.20117424556
21,45712.30789481663
22,46546.47953741347
23,47202.21969955576
24,47017.74037579605
25,46707.930048146154
26,46670.03016307904
27,46627.88444095485
28,46371.35980118232
29,46482.96244800625
30,47079.30298446381
31,47358.03872331136
32,46635.10134800295
33,45816.40128035363
34,46145.50714413727
35,47367.536590174044
36,47753.568098719334
37,46643.7399612975
38,45504.03076767226
39,46005.23291468662
40,47497.88684983122
41,47905.38005992753
42,46621.410580069416
43,45432.38404983071
44,45972.19660506409
45,47476.90623087158
46,47898.96173535555
47,46670.11484150861
48,45518.11899807073
49,45959.36423573656
50,47371.93161361041
51,47789.990467388576
52,46739.90171319116
53,45657.930991717934
54,46024.74173188435
55,47240.932708018794
56,47665.03589802437
57,46730.31567547216
58,45804.07258716905
59,46089.295758992426
60,47154.01048831352
61,47471.02526410927
62,46714.72596679317
63,46031.06730275921
64,46300.01111459283
65,47024.054669907535
66,47197.49494287344
67,46696.24623383915
68,46279.88481666036
69,46463.76792866714
70,46859.65848748501
71,46938.976641432186
72,46696.11730992158
73,46536.03129304228
74,46587.43177825537
75,46702.83882267501
76,46725.06821488211
77,46744.03611196998
78,46719.8637315474
79,46680.376163783236
80,46582.52352951537
81,46607.12222259164
82,46755.02691541413
83,46875.96921093025
84,46755.883675562334
85,46549.43191164435
86,46488.91246356959
87,46722.94603696141
88,46975.73782840687
89,46877.93342443601
90,46495.59959181506
91,46341.478648010874
92,46684.55048794582
93,47078.01956483489
94,46971.83494177717
95,46450.98879832223
96,46258.53252811634
97,46678.58974291869
98,47164.61985081161
99,46983.7181529158
100,46407.56397376379
101,46218.04914626053
102,46721.505524518274
103,47168.29946665052
104,46963.385092317156
105,46391.43622820424
106,46288.4555135134
107,46723.23571030164
108,47124.56573343986
109,46958.310039268385
110,46473.76365215301
111,46327.25101234202
112,46696.35410371255
113,47048.71241897349
