,0
0,10894.47792870398
1,10411.31506781379
2,12902.81392194688
3,15170.398980363152
4,14507.820915725013
5,12562.059753105517
6,12050.559659672163
7,13745.257349907808
8,15325.106435961747
9,15134.451008937223
10,13804.300920912792
11,13317.24983919915
12,14291.94468518974
13,15300.51577077659
14,14851.35437158347
15,13394.60860050228
16,12450.130653906017
17,12098.040718125729
18,10514.494183125864
19,7193.93006109479
20,5128.320085712592
21,3797.8574409928237
22,3442.375534598276
23,3644.6165702559165
24,3861.2460623185293
25,3583.641572619203
26,3150.604692175212
27,2656.6559694679504
28,2562.5324922839864
29,2783.3130329930723
30,3065.7911847361975
31,2766.281344488393
32,2146.8674366353616
33,1860.3820161576114
34,2214.6034274517715
35,2567.2176575398594
36,2321.219058921803
37,1759.0276519091158
38,1517.487986260388
39,1823.8166117167953
40,2057.515284518233
41,1961.2076235405925
42,1545.6231402868211
43,1343.285073343447
44,1338.8189940123355
45,1610.4087919950184
46,1681.0377557404677
47,1515.1742969466052
48,1043.904164593264
49,968.4797113619491
50,1275.5659221088044
51,1643.4544439365472
52,1383.312800087499
53,1083.083006769492
54,1202.255731548145
55,1880.7706946309925
56,2428.293043153966
57,2822.473940045843
58,2879.3781904733796
59,2886.8564424879964
60,3167.0911243540595
61,2918.675357218443
62,2118.8756319600734
63,1387.9044423337332
64,1338.82415800888
65,1453.348643212685
66,1423.6290169649997
67,1150.6881067784118
68,1021.637401639998
69,864.5156274247673
70,908.1722727281463
71,947.5809547911213
72,1013.9278847056671
73,776.7779392555967
74,597.5458471483721
75,573.9165268521951
76,789.376225950999
77,756.9382644893846
78,544.0714028442317
79,367.7502827243143
80,469.9315949771644
81,563.9537901780786
82,472.36426255768015
83,361.4115400679839
84,365.32433291233565
85,380.7897108446514
86,238.2254357245788
87,220.25235480512038
88,303.3427624205233
89,366.9039568334608
90,85.97147535726003
91,-73.33047192488425
92,9.666313061881965
93,289.50706368584497
94,127.91312133131021
95,-179.40569407321368
96,-314.12562698271563
97,10.015874027170867
98,112.92888918838435
99,-75.83391312134506
100,-376.1737212443535
101,-289.7988955816114
102,-125.71658280218111
103,-98.21989248656746
104,-242.93532986778587
105,-305.54451773689027
106,-302.63817482900595
107,-313.89045233408854
108,-270.8507080288855
109,-232.18890716985538
110,-289.84478657220154
111,-503.5029163711475
112,-491.83888745228387
113,-337.424275248389
114,-196.1753949183243
115,-461.9839643648034
116,-644.4595800923546
117,-586.4328507933293
118,-269.29193385837146
119,-355.77848407418435
120,-603.6193855848329
121,-738.9956325434905
122,-484.48844428541236
123,-400.73467848507494
124,-529.9079747027467
125,-711.8490766829542
126,-619.3020777128777
127,-536.5182071468344
128,-601.1892370418914
129,-675.1317310534298
130,-615.5567254984775
131,-574.4755897929236
132,-694.3247645255451
133,-745.8157624861005
134,-649.6333258667125
135,-524.3044279947287
136,-684.1191607213888
137,-779.5972820808081
138,-750.5472783431273
139,-541.1953452547715
140,-646.2174595993173
141,-779.7134331826124
142,-829.745882448991
143,-618.1803655109167
144,-640.390019319484
145,-735.0273716697601
146,-804.9990003539705
147,-642.5265070303806
148,-647.14849049832
149,-718.1863847367308
150,-698.6541570411587
151,-451.2677232646116
152,-324.36384892407636
153,-373.5361491317848
154,-387.1135990299321
155,-223.35571147906444
156,-71.57187262049365
157,-243.06593063128787
158,-370.09899556637754
159,-275.1301226445473
160,-25.363276575967404
161,-121.4941612051393
162,-264.7958423961043
163,-297.3352947501736
164,-69.79756589729061
165,-69.02212126834391
166,-150.74943320786605
167,-247.3019622450759
168,-101.7443374127522
169,-114.0116571299352
170,-161.47263674136028
171,-217.07043394749945
172,-85.049212427588
173,-118.56584830371617
174,-221.48487135696155
175,-258.57828255757767
176,-92.62197287579909
177,-50.490025643213
178,-225.51100947834536
179,-338.2957858940304
180,-214.93363227416484
181,-52.39890249465466
182,-246.51140203874823
183,-458.54813541469207
184,-520.8086886356717
185,-397.25245338699074
186,-593.7109837258296
187,-843.4642298805729
188,-993.4514151672153
189,-889.6133087870014
190,-970.0112659190253
191,-1091.4934375380763
192,-1178.0302912730551
193,-1027.9996876818882
194,-1070.4606571520626
195,-1175.6317696930664
196,-1258.1291419599704
197,-1120.3267015564988
198,-1085.5980911785227
199,-1219.2839545057618
200,-1311.4762273489891
201,-1201.700216474454
202,-1109.1443517188163
203,-1257.7806804039465
204,-1359.4375840253078
205,-1295.4044387114905
206,-1136.834353759776
207,-1267.2257500101168
208,-1378.7484853341848
209,-1382.645991580884
210,-1200.0239024495845
211,-1287.907462226181
212,-1380.4324040011072
213,-1408.5098057744483
214,-1226.518284737193
215,-1298.6941131870262
216,-1428.164342910589
217,-1475.496844060658
218,-1278.086429220612
219,-1285.3840531748688
220,-1411.2605615261714
221,-1497.0877602526245
222,-1339.7286779096503
223,-1278.8796839944048
224,-1416.1451619402665
225,-1524.0106870920467
226,-1415.8591073346456
227,-1282.3762481152576
228,-1404.6016432631036
229,-1522.5512635843525
