,0
0,31057.18899895181
1,28710.702316677125
2,35018.79916552546
3,40663.617723026124
4,38713.69231554214
5,32297.606246810865
6,30194.00617045893
7,34574.72636695506
8,39064.90389098186
9,37761.35502444174
10,32942.96478993577
11,31559.129612463326
12,34904.858949155256
13,37948.31941836904
14,36481.29704382051
15,33531.45844194845
16,33116.38210189738
17,35452.96969226463
18,36413.618540122116
19,35444.24635333609
20,34268.784111624635
21,34793.688179044206
22,35262.75927810486
23,35190.56339162092
24,34915.305192709595
25,35452.121040891936
26,35502.22789931445
27,34896.06578696944
28,34445.67609710114
29,35219.03511920523
30,35992.05099828575
31,35610.061076069906
32,34675.61969196346
33,34522.601627558455
34,35291.668754340746
35,35698.13136250705
36,35542.287048052036
37,34953.8903477486
38,34742.585563208755
39,34691.31868846368
40,35335.8377910171
41,35723.280161292125
42,35489.97452655853
43,34266.68025974708
44,34171.559538040936
45,35240.475275140896
46,36294.019200402865
47,35223.75396925867
48,33784.63922124836
49,33973.244045939035
50,35753.84269176416
51,36152.8985536565
52,34725.25979389271
53,33581.593334374425
54,34465.867989294
55,35757.57725500719
56,35468.16039350814
57,34348.624378553955
58,34055.868033623105
59,34876.52518725147
60,35129.699681711936
61,34878.45649883927
62,34493.76994048321
63,34687.96005896472
64,34528.593062468826
65,34582.64975361813
66,34718.81252793994
67,35097.92706983864
68,34566.753373262516
69,34171.109039286115
70,34315.222097413185
71,35111.95050008233
72,34886.016418173305
73,34185.49073056821
74,33954.592002834754
75,34672.8967606722
76,34896.21498006642
77,34304.53160793713
78,33940.28878215767
79,34391.38519188063
80,34749.26856619469
81,34213.30270387539
82,33929.5746149591
83,34329.76676233286
84,34886.01234605652
85,34244.306941935814
86,33714.64480254981
87,34036.78380452753
88,34997.05481591506
89,34601.8544577071
90,33781.613560359285
91,33628.883870903606
92,34663.04264013817
93,34816.74120388941
94,34134.32410636218
95,33576.010015492655
96,34181.497582898985
97,34614.73055835877
98,34409.16583826128
99,33958.54695541191
100,34130.03999438097
101,34345.89219196675
102,34163.699900728054
103,34123.56087672405
104,34417.45940184087
105,34558.899452429374
106,33964.42492835829
107,33873.15041290868
108,34393.204760755005
109,34930.88779831471
110,34170.67584046768
111,33600.0742094086
112,33942.63983358735
113,35005.101923259754
114,34651.77618473892
115,33791.987023091715
116,33565.42166254015
117,34574.61016115852
118,34803.180305349975
119,34170.54891266331
120,33609.79724320856
121,34152.18987764497
122,34555.26714769764
123,34217.23264621263
124,33795.98391446456
125,34050.91842102642
126,34368.59668320199
127,33990.72710057614
128,33710.87075491637
129,33956.776843339794
130,34371.50899250054
131,33885.65329032955
132,33551.1127277957
133,33746.80825014178
134,34435.168123681025
135,34028.79596053923
136,33536.29060431431
137,33551.64419005031
138,34365.25922142256
139,34218.096766663904
140,33702.883685908295
141,33531.221114159845
142,34265.20460281787
143,34352.305952184455
144,33823.26317068383
145,33572.408830231216
146,34180.1213138914
147,34440.36664926365
148,33884.33120801348
149,33568.03797611494
150,34080.01972841874
151,34599.40708664342
152,34031.45678492892
153,33545.24116695322
154,33794.518607148486
155,34524.94705638628
156,34133.17518902547
157,33537.286964765226
158,33460.782889145055
159,34196.90479384165
160,34020.80079291791
161,33528.38742363716
162,33291.83477897886
163,33899.948371859566
164,33867.83744229457
165,33427.05657909968
166,33189.14784305302
167,33729.365619459306
168,33753.72520813144
169,33219.72122645648
170,33024.36441176711
171,33580.24902130028
172,33853.99478651468
173,33251.199643232176
174,32921.38031810202
175,33386.94671511723
176,33998.18570329707
177,33442.896654700584
178,32900.963990445394
179,33084.8677022703
180,33908.48450151916
181,33604.88634294294
182,33037.70192034976
183,32919.992984975725
184,33677.48895436887
185,33590.10575965316
186,33092.046926842806
187,32846.76547351792
188,33482.776418579444
189,33532.04889496269
190,33059.590219910606
191,32778.02639831825
192,33299.4258740213
193,33450.54753448709
194,32905.16703136462
195,32574.98644785818
196,33009.70239034615
197,33398.527451813774
198,32818.49606387848
199,32405.839737728747
200,32682.401106928304
201,33286.55640431641
202,32806.907747062185
203,32317.727645172505
204,32399.23980156243
205,33136.40445129693
206,32846.52262658918
207,32345.244537169834
208,32260.518185387653
209,33008.02729681208
210,32911.29812462222
211,32404.27656044403
212,32200.882356702175
213,32889.84499411449
214,32996.69503601251
215,32433.548346007257
216,32119.688466891
217,32689.66799507245
218,33021.09470200029
219,32467.01203153606
220,32068.04236066099
221,32430.6528384204
222,32970.998280041036
223,32503.23463557778
224,32052.774449003366
225,32188.566729786864
226,32827.97685200734
227,32469.411245585667
228,32001.654817553244
229,32001.336397050945
230,32686.822215547872
231,32460.88127541897
232,31980.50989473344
233,31867.056514237025
234,32568.883985395376
235,32532.764526129504
236,31980.69476510099
237,31760.60483157432
238,32419.268639825415
239,32613.143009933585
240,32058.37277764316
241,31733.48374058251
242,32239.421926314397
243,32693.89771711621
244,32184.153903792925
245,31763.580939493477
246,32048.482219317986
247,32669.96509552977
248,32263.938495746494
249,31812.887642781705
250,31884.719175345017
251,32597.224287204448
252,32324.433520629787
253,31887.151035527568
254,31817.138397941788
255,32531.781534160633
256,32385.411136785784
257,31896.119588402216
258,31723.25867487295
259,32433.573465251076
260,32492.280384554077
261,31948.628118146175
262,31664.076659651022
263,32238.09922961478
264,32533.774199727734
265,32002.171101479777
266,31641.273394180615
267,32050.396062239102
268,32554.606273274097
269,32064.75198790615
270,31622.342309754942
271,31846.6620661746
272,32503.604457069523
273,32137.123662385166
274,31688.652531927575
275,31737.94185827262
276,32471.790607498267
277,32214.515969590262
278,31698.06555758948
279,31591.463357177578
280,32348.667144436473
281,32308.136772180093
282,31789.055296808183
283,31557.71722992893
284,32190.562533880508
285,32354.717951606508
286,31810.68677878381
287,31488.789856447875
