,0
186,48430.436693864714
187,48354.03476309008
188,48334.61574874294
189,48432.24361282705
190,48354.16644707545
191,48341.918978135844
192,48406.70831434341
193,48560.599872601415
194,48421.993234212125
195,48295.30987504205
196,48350.42744243887
197,48604.926214156454
198,48514.91992707495
199,48322.68122897452
200,48268.57833469423
201,48531.979963391466
202,48585.53639538135
203,48410.42132470523
204,48274.907238228305
205,48449.611800370505
206,48586.3319186235
207,48465.56637429797
208,48334.14159124988
209,48430.02524124455
210,48582.22634113426
211,48459.54068687731
212,48334.881007060234
213,48402.62441874233
214,48597.92647339702
215,48481.27398914786
216,48323.3139492319
217,48316.248521186906
218,48568.507967607475
219,48527.442905234784
220,48378.31931552792
221,48303.87341331839
222,48535.02340125314
223,48556.346389089595
224,48430.33347550221
225,48361.12564368205
226,48522.19355277324
227,48555.850746887794
228,48432.04136946877
229,48361.18504729257
230,48507.35913505243
231,48569.85686961515
232,48399.38171913024
233,48313.337461553776
234,48457.07811422466
235,48625.49531262487
236,48439.86888661052
237,48304.075042766184
238,48401.17429869229
239,48650.724385445545
240,48536.51201973231
241,48354.869684316116
242,48335.02752022854
243,48606.23854017191
244,48610.61072674257
245,48454.15361273874
246,48371.94658162122
247,48592.557095502016
248,48629.37661319925
249,48506.7231283016
250,48413.11325977152
251,48568.96868108967
252,48628.81752125954
253,48506.34762485046
254,48429.42803269373
255,48560.965212756375
256,48653.69833465284
257,48492.64728687853
258,48395.3839706476
259,48503.00201768929
260,48683.5256076596
261,48538.40114314422
262,48407.10313970187
263,48460.535683583235
264,48706.52554868649
265,48613.57358925658
266,48470.88785277805
267,48461.14238094563
268,48680.286044796834
269,48632.81465309771
270,48474.5675319087
271,48386.982420441265
272,48608.049048782064
273,48659.36434871969
274,48518.55129367914
275,48423.373717991155
276,48612.304618657465
277,48697.31652881999
278,48526.275321844834
279,48409.6770451749
280,48580.253779156556
281,48747.498487003075
282,48603.77967923019
283,48473.150585320866
284,48559.18008436767
285,48786.8591407966
286,48641.86381622846
287,48481.301452422194
288,48496.09437943676
289,48745.269170770815
290,48640.816564116074
291,48484.55849844095
292,48462.755419380905
293,48744.301846637914
294,48698.30764328182
295,48503.82964689604
296,48404.82246986928
297,48614.02104368225
298,48612.60675319265
299,48389.04105793174
300,48286.318263712405
301,48494.47155055251
302,48608.48611025496
303,48417.43509914907
304,48280.721268742825
305,48418.92786468127
306,48609.28082136253
307,48450.95408216912
308,48286.104114742746
309,48353.43504402614
310,48601.65208080865
311,48486.62604852264
312,48318.30579361961
313,48292.65478346462
314,48530.550145341986
315,48436.55521542688
316,48259.620122633496
317,48202.97762529514
318,48457.45836962438
319,48427.244661941746
320,48252.194186898036
321,48188.76151631501
322,48452.19416834944
323,48478.98462376182
324,48267.587598079
325,48168.400226066355
326,48388.10463821169
327,48560.88622345975
328,48415.46039271586
329,48307.85576571481
330,48462.122132881406
331,48659.64096308841
332,48479.99374071155
333,48353.63345581321
334,48428.79571517192
335,48686.39487112081
336,48568.10112997115
337,48423.546222363846
338,48423.58463921874
339,48691.13542818306
340,48611.769661924875
341,48442.809748226966
342,48392.54966551092
343,48675.90532174289
344,48679.85427412829
345,48489.38897110295
346,48400.56623046637
347,48638.61508602428
348,48703.35307604453
349,48502.82159102618
350,48367.01231350907
351,48540.72376014228
352,48699.79543464432
353,48502.11758942007
354,48352.030824090405
355,48465.66935556133
356,48685.05037560567
357,48515.87165723849
358,48349.76495077858
359,48407.190386673996
360,48697.15374805371
361,48567.29288271391
362,48382.34564096743
363,48357.891345346565
364,48687.126274054695
365,48621.257104334436
366,48408.30738216148
367,48333.0016622389
368,48629.96053114311
369,48634.96910029838
370,48413.561212142005
371,48292.963029048566
372,48562.638162769355
373,48663.48433772799
374,48441.531247316816
375,48286.767719680945
376,48479.66010448133
377,48678.62984959875
378,48472.05205353378
379,48296.90717093217
380,48411.50946825224
381,48671.07618841132
382,48501.50739815291
383,48300.79298927609
384,48334.74071538745
385,48663.1726762583
386,48541.75682045137
387,48328.41146366651
388,48297.64004000871
389,48625.906330767706
390,48583.458602072395
391,48365.35992216064
392,48278.44566012984
393,48584.59163838117
394,48636.204279865015
395,48416.929569466505
