,0
0,-8.768538896732494e-09
1,25605.020832275935
2,23545.163161228735
3,29046.613858068235
4,34002.66384937992
5,32119.68973046772
6,26726.975003905616
7,25255.36203636091
8,29020.934945433753
9,32444.21683959077
10,31179.684765481907
11,27602.765706491482
12,26633.82204088543
13,29058.76872241695
14,31203.4687208157
15,30408.519453196062
16,28276.493945485607
17,27747.49491107418
18,29121.55929578666
19,30216.073327344657
20,29790.492818773288
21,28798.03933169945
22,28620.23319768969
23,29125.167962954096
24,29455.93913560027
25,29335.375939917358
26,29219.994482551505
27,29211.2359121893
28,29115.882471610134
29,28939.45528493451
30,29092.337406428866
31,29500.22529064448
32,29604.03261754807
33,29115.06110834101
34,28657.592259313904
35,28905.42349227265
36,29621.33176062227
37,29817.36773158482
38,29157.640651652706
39,28509.902556080564
40,28774.87025585383
41,29652.25723028702
42,29937.37674103795
43,29214.237179703337
44,28438.82393593529
45,28704.66024519058
46,29655.75313081792
47,29993.59754608394
48,29214.77655547145
49,28431.35690877746
50,28706.78844948923
51,29664.137550202235
52,29933.398030027816
53,29208.469077336704
54,28506.113690604314
55,28808.0397240948
56,29616.46398255473
57,29805.231568125804
58,29174.668569613765
59,28646.668107271893
60,28891.21314131716
61,29491.592905412683
62,29627.780717626243
63,29194.957256368187
64,28821.43736851734
65,28948.62056213563
66,29358.184754118134
67,29485.98644030946
68,29234.8932506391
69,28958.98263146213
70,29016.17835190463
71,29256.85736626285
72,29374.939234349447
73,29220.88681866014
74,29062.088084625677
75,29067.716992414935
76,29205.739565806256
77,29249.0698202271
78,29196.86850751596
79,29163.613294979303
80,29188.744767512453
81,29169.874984587685
82,29121.009267955124
83,29163.16060433261
84,29290.307433476202
85,29278.877275825937
86,29095.14971199474
87,29000.844100872026
88,29183.105007306025
89,29418.19346676514
90,29323.865199167394
91,29028.608020866726
92,28941.35696198054
93,29222.73404984888
94,29452.044333779093
95,29321.372103183654
96,28989.28272595925
97,28946.768569460874
98,29225.27675380258
99,29462.016458352256
100,29332.66703826719
101,29035.483078515845
102,28948.103247729887
103,29191.912599318173
104,29431.197359006823
105,29352.942476463817
106,29047.24854034914
107,28917.20542255542
108,29153.345605089322
109,29440.574236201483
110,29376.51543864201
111,29044.192689052623
112,28910.03364568988
113,29166.23978844085
114,29459.821057465626
115,29353.80690852002
116,29034.90737056364
117,28939.796783329744
118,29204.811094520344
119,29413.404158197834
120,29303.78269931282
121,29046.09294593048
122,29024.483465929814
123,29211.76406479936
124,29349.461569936037
125,29261.441136985846
126,29118.717930299263
127,29088.222658972645
128,29189.914276306503
129,29276.185067019716
130,29262.213548413987
131,29170.524898207288
132,29107.523908216986
133,29147.169973761753
134,29250.458823690373
135,29273.223455831427
136,29174.129231443432
137,29110.64870487922
138,29159.937483899575
139,29251.458710207382
140,29233.04575869703
141,29170.7755201425
142,29157.506973643787
143,29207.24406542018
144,29213.25292165533
145,29190.498821188037
146,29185.56639923687
147,29235.21136597939
148,29220.13841592476
149,29157.91583108912
150,29145.978903192143
151,29241.49317643909
152,29290.60447554614
153,29201.624587838713
154,29105.111899591313
155,29162.3803793235
156,29274.64502960902
157,29270.185832404928
158,29164.97905326748
159,29097.570619312013
160,29179.24209648392
161,29267.67803833577
162,29258.468385176217
163,29171.67008421765
164,29139.853159256774
165,29170.266703458954
166,29245.75108420533
167,29266.651920509117
168,29230.866586208555
169,29145.731704622827
170,29143.269777789697
171,29231.14166028358
172,29311.47177649858
173,29242.299405249614
174,29128.33774266658
175,29127.93028651411
176,29276.056444145113
177,29337.439748160738
178,29226.027198123327
179,29106.999719603315
180,29155.531544873003
181,29285.714798764522
182,29291.36905495878
183,29181.665208037623
184,29123.527311539994
185,29190.712707322724
186,29249.540747658684
187,29250.902043923197
188,29186.82734303107
189,29181.72022980079
190,29197.28483651027
191,29219.73346056745
192,29218.051783432504
193,29213.527215231014
194,29173.110935490946
195,29163.294039343164
196,29181.29924547523
197,29227.391677458472
198,29220.01651839988
199,29164.607091912974
200,29133.70818258995
201,29189.40056461569
202,29243.653242310167
203,29200.040321110715
204,29145.48845182435
205,29165.18457436505
206,29239.604280427055
207,29234.042597892374
208,29186.07032977424
209,29178.801661618636
210,29239.9063757293
211,29231.492769858873
212,29189.198045679972
213,29182.932188733954
214,29240.883304785202
215,29233.196052534448
216,29187.172440605013
217,29163.920353574256
218,29220.948820312267
219,29241.642313920565
220,29208.03859249438
221,29150.566764367537
222,29191.396639095357
223,29243.007487585575
224,29228.042394113683
225,29178.388893870047
226,29182.223600076162
227,29214.20794109022
228,29210.492072012352
229,29200.822799675014
230,29198.367892799622
231,29221.78721608364
232,29192.300460343013
233,29173.3497741054
234,29189.499510538753
235,29229.27097073938
236,29200.99209662469
237,29155.666190614575
238,29158.8393026666
239,29229.043253473865
240,29213.596047257604
241,29157.684777524595
242,29121.18124066245
243,29179.346805808083
244,29221.02450557071
245,29187.485441276738
246,29123.718569770528
247,29147.99214936668
248,29196.686734279356
249,29194.48260589102
250,29150.014150782048
251,29142.993753713177
252,29179.80230336289
253,29186.626721163197
254,29168.38309711618
255,29165.401277314377
256,29193.237454788934
257,29173.077532686366
258,29149.360959677677
259,29165.98558722117
260,29219.96392595762
261,29203.78608536598
262,29166.737579373686
263,29155.780969417563
264,29213.276506040587
265,29209.922853641554
266,29172.19058786599
267,29141.72518432739
268,29200.69686510101
269,29219.28650457422
270,29190.833550520212
271,29146.591365844346
272,29178.950574329963
273,29215.8602908499
274,29195.77811511761
275,29162.30644697568
276,29188.6674625039
277,29216.68520924571
278,29191.48386120137
279,29154.048951305755
280,29173.23987248589
281,29250.53385306056
282,29218.582296608238
283,29174.070673811395
284,29176.259444183906
285,29247.36972491406
286,29215.91915214295
287,29177.15334949721
288,29161.72540751753
289,29240.745715945868
290,29220.225715810153
291,29178.509996527406
292,29174.66796483159
293,29250.97774774917
294,29241.66581694244
295,29185.686738759327
296,29157.888940310077
297,29236.096561926264
298,29252.20728044744
299,29188.69375650335
300,29151.660766293346
301,29207.852693150227
302,29259.620623429924
303,29203.558267016342
304,29155.837411549946
305,29193.20512810887
306,29255.025297076383
307,29217.962938830755
308,29172.5407698541
309,29180.298238412965
310,29233.87644016385
311,29231.995540105003
312,29195.08601370683
313,29167.59308371634
314,29211.526233820026
315,29229.65616621317
316,29206.38012697834
317,29177.567516374518
318,29210.067722968342
319,29234.971810277566
320,29211.46064274912
