,0
0,-8.768538896732494e-09
1,28001.436335415445
2,25636.7257972156
3,31511.032042276605
4,36994.59379607644
5,35062.621529930264
6,29066.88875168872
7,27401.65843946827
8,31583.771260326477
9,35465.61613165611
10,33924.062178790395
11,29919.81396749021
12,28947.999934065854
13,31827.115326590887
14,34005.73410763371
15,32966.58507537254
16,30654.292585186955
17,30372.315469843572
18,31796.4548422551
19,32786.958758503446
20,32285.391215831067
21,31471.35981202817
22,31295.945275311435
23,31641.09690950545
24,31911.897136924857
25,31998.49258094588
26,31979.118631566205
27,31764.192682096964
28,31532.706671103806
29,31484.01164799627
30,31829.733260149
31,32098.984826426087
32,32085.383227232946
33,31645.447637129848
34,31383.74791667499
35,31518.42957144035
36,32123.480346126595
37,32345.13948520753
38,31889.96946831232
39,31109.52344135824
40,31241.948926130553
41,32165.06142713704
42,32724.027432221403
43,31898.32257115386
44,30884.039061829622
45,31124.049472468665
46,32379.90423665476
47,32786.66701423529
48,31742.27565154002
49,30805.26694217784
50,31294.551954582857
51,32464.259469026132
52,32557.406246533108
53,31638.42828437906
54,31006.73533583235
55,31535.81481204331
56,32238.62192290673
57,32307.27054650251
58,31694.71041256781
59,31384.763568738454
60,31516.41350773493
61,31997.5055149622
62,32145.268252802467
63,31945.242075376394
64,31483.504800655086
65,31445.38586155991
66,31835.655813269397
67,32237.37124893201
68,31975.098489844797
69,31471.95183073666
70,31442.462814298637
71,31938.20807129114
72,32178.53948603903
73,31790.026636053106
74,31490.38574506291
75,31677.187063297257
76,32021.827422742484
77,31843.3844968291
78,31636.30505889308
79,31701.818177531008
80,32010.547891304537
81,31802.494618663746
82,31559.61972205878
83,31644.237849488665
84,32119.10730762051
85,31989.752203246975
86,31560.577762932357
87,31418.04009707192
88,31963.08763239962
89,32183.638700423195
90,31820.28169094754
91,31394.451250800223
92,31614.820170204715
93,32019.734228491165
94,31996.176992542685
95,31698.205264405133
96,31580.571205557593
97,31741.175500928097
98,31775.251358008205
99,31839.341055281064
100,31849.76863942668
101,31818.112085084173
102,31506.829219898467
103,31573.34813004813
104,31896.169770645312
105,32168.049220007662
106,31679.308928317154
107,31317.606626917073
108,31550.47652386397
109,32219.13115080793
110,32087.20247307564
111,31480.840763122542
112,31251.536502542484
113,31872.18193540851
114,32218.27172843791
115,31834.63419859945
116,31362.122357028384
117,31549.31781141107
118,31979.268414991224
119,31937.61538468885
120,31643.373437517395
121,31570.054041196734
122,31792.066669542713
123,31747.457982119384
124,31706.042555944492
125,31733.221572251285
126,31893.40305442572
127,31667.351110830023
128,31559.697831035275
129,31686.54553521367
130,32048.89987324946
131,31816.920370741533
132,31494.817943855116
133,31491.636837234902
134,31976.531441339946
135,31980.597853580024
136,31627.07200216467
137,31467.634854215492
138,31843.248105968247
139,32002.154342669914
140,31712.98765363811
141,31502.944943121307
142,31743.456173911305
143,31984.723094719004
144,31728.711039562753
145,31529.2949157526
146,31698.85279183648
147,32036.967102446157
148,31792.86893357105
149,31513.59993641574
150,31587.95188916874
151,32028.84949968834
152,31915.262026626442
153,31592.59540864823
154,31498.296920204702
155,31939.921578621936
156,31996.30538465418
157,31749.307998331755
158,31555.336377947053
159,31855.36596830219
160,31940.64503958746
161,31740.466276321116
162,31614.51832581029
163,31843.59674869814
164,31953.277657921364
165,31708.14675782613
166,31627.990436383472
167,31871.608332384967
168,32060.47907482578
169,31713.462631205308
170,31521.468744603302
171,31762.58288993698
172,32164.37719262283
173,31861.884729878046
174,31515.39225216066
175,31562.251626676632
176,32091.56255722603
177,32002.331795854145
178,31632.373445522782
179,31483.38358175419
180,31947.197972235364
181,32046.041729704917
182,31792.563113319546
183,31573.181571009703
184,31868.873882549247
185,32016.339991620465
186,31795.986910389245
187,31626.988624301484
188,31842.63488024062
189,32019.2376136917
190,31743.665523034702
191,31578.52581971801
192,31786.165273109364
193,32083.753684606105
194,31782.700003517755
195,31538.54735954256
196,31663.19911264263
197,32100.494143940312
198,31891.68689241686
199,31592.69040258057
200,31592.222680850486
201,32063.81394557161
202,31985.537503700936
203,31671.690556195717
204,31542.487809910483
205,31941.405123257486
206,31991.341985521347
207,31708.67720724846
208,31545.028017835255
209,31884.873282705565
210,32041.03591295587
211,31743.909025727437
212,31536.054600209427
213,31802.212330430535
214,32074.51260893362
215,31788.579596962914
216,31529.32014520064
217,31680.76597331829
218,32065.341331631145
219,31858.61594928027
220,31576.51190379396
221,31605.69610677003
222,32031.402569824008
223,31906.458662207864
224,31645.58060144885
225,31578.91123869577
226,31994.152328597447
227,31951.87438315681
228,31686.7886248336
229,31579.980460053128
230,31971.22500462854
231,32033.75492511518
232,31726.49951056921
233,31559.632906606526
234,31906.525889265875
235,32109.798281275704
236,31784.046282383548
237,31546.19383854108
238,31784.339108834487
239,32126.203611548983
240,31856.384145268843
241,31583.75153845016
242,31697.233864542235
243,32108.4093554605
244,31935.61600340462
245,31659.119392186763
246,31634.02965271564
247,32068.126322258475
248,31976.749309797415
249,31698.876621862557
250,31600.91520145871
251,31994.683968392037
252,32007.91070439099
253,31718.765693041023
254,31581.461383717702
255,31945.09449982627
256,32054.9671422746
257,31744.418887664222
258,31555.521837061016
259,31857.35080629948
260,32110.433225594526
261,31806.528967207785
262,31565.431955692664
263,31742.029141086823
264,32112.971441091162
265,31874.324674443378
266,31604.938904906907
267,31673.60278128807
268,32097.50807936929
269,31935.33357393634
270,31658.96782933832
271,31613.556368709054
272,32043.41796936933
273,31980.982122609505
274,31697.701235531487
275,31591.47777134781
276,31973.38347267855
277,32009.332723969223
278,31710.724070980326
279,31558.30955404127
280,31897.547943386387
281,32067.52950201655
282,31775.732715702772
283,31566.733786384655
284,31797.617578018733
285,32080.784836529987
286,31832.697318027975
287,31593.600357391737
288,31712.50738413784
289,32088.72912117213
290,31893.677238748598
291,31646.727626474803
292,31675.497295541776
293,32072.624055818844
294,31933.73256767835
295,31659.415840185255
296,31608.07495937126
297,32016.7855779135
298,31983.00619144771
299,31700.36453824662
300,31568.226788705673
301,31940.234705125597
302,32033.282739811028
303,31736.992611467795
304,31560.528403523153
305,31860.896613581393
306,32084.08635354905
307,31820.417460561588
308,31598.63859359485
309,31781.073197976482
310,32089.316703550638
311,31851.722241396303
312,31609.142689641998
313,31700.260117214697
314,32079.172006063043
315,31899.442258768097
316,31660.855298591876
317,31671.496218407076
318,32075.35016150496
319,31982.098979835522
320,31703.795699996495
321,31618.62706864832
322,32019.619626397427
323,32034.118408939976
324,31738.059927257436
325,31588.25979225748
326,31932.07102580111
327,32074.957256049536
328,31783.845505428577
329,31591.802899137376
330,31846.48222213726
331,32091.82781191605
332,31833.469531354916
333,31611.960814093443
334,31747.883253865097
335,32085.218398545636
336,31870.205443406103
337,31632.784766678218
338,31691.80086619797
339,32085.88268533856
340,31936.20608471215
341,31676.45655341928
342,31639.815713098873
343,32044.991539643117
344,31995.72472235368
345,31722.92398056235
346,31607.01404619423
347,31978.767149264855
348,32041.84472450456
349,31761.300588605154
350,31603.64132830318
351,31904.2139987248
352,32084.378131996615
353,31808.962499964167
354,31612.35606120537
355,31815.23583404519
356,32094.46323993706
357,31855.749913562446
358,31622.57292220017
359,31729.965704535512
360,32091.518622849486
361,31904.39858888957
362,31651.912891885848
363,31658.512048003104
364,32060.951117819393
365,31952.090159169886
366,31702.585113786994
367,31643.67825158422
368,32021.445356556906
369,32016.775156855758
370,31749.10617930389
371,31609.923460429185
372,31947.492212140296
373,32062.150433865292
374,31793.374769955037
375,31609.20482560605
376,31852.906984262292
377,32073.431431347788
378,31815.609100543654
379,31611.830435779037
380,31781.892563172216
381,32085.902013350176
382,31856.7932716461
383,31626.31654607498
384,31692.73229549996
385,32070.158847969837
386,31917.67229621816
387,31662.37213601824
388,31642.235709344717
389,32033.38881701769
390,31962.73180950641
391,31682.516354651263
392,31586.289101903836
393,31960.53352256831
394,31992.45812965081
395,31710.06163759766
396,31556.567184019055
397,31864.171269025985
398,32018.624732165506
399,31756.870167638524
400,31564.302456468777
401,31788.320823457077
402,32045.592165991875
403,31786.167887447773
404,31573.530195135412
405,31705.47227827838
406,32038.249394964107
407,31834.221798304236
408,31587.829912515674
409,31621.4570280705
410,32008.63933426077
411,31871.29431194981
412,31615.07403663903
413,31563.89829095547
414,31952.111043962905
415,31931.072935391494
416,31669.71443337562
417,31550.218357628364
418,31899.932649141818
419,31978.1871770714
420,31702.23818347887
421,31536.862686193315
422,31821.216179135758
423,32016.974765171683
424,31747.617118022958
425,31551.365178087897
426,31741.320195236276
427,32033.98594210068
428,31799.829684865123
429,31573.413707488522
430,31664.575803024618
431,32024.521628823823
432,31860.458760423622
433,31610.59872216484
434,31602.034255913688
435,31988.498784048446
436,31894.940057642307
437,31652.246718467857
438,31583.722959715655
439,31960.263927898864
440,31965.622819943666
441,31687.842369199243
442,31547.135656384555
443,31886.653865566383
444,32020.44589805259
445,31743.43267568842
446,31572.015970543125
447,31813.952945755707
